entry_bar,exit_bar,hold_bars,entry_price,exit_price,pnl_pct,exit_type,direction,slack,model,symbol
879,893,14,1.734,1.8545054257425726,0.06949563191613184,time,long,0.7114754098360095,Tight Scalp (+20/-10%),NVDA
884,898,14,1.734,1.8559904041721005,0.07035202086049624,time,long,0.7145328719722914,Tight Scalp (+20/-10%),NVDA
940,954,14,1.734,1.5599287741935506,-0.10038709677419227,time,short,0.7409470752089041,Tight Scalp (+20/-10%),NVDA
970,984,14,1.734,1.731666961325969,-0.0013454663633396813,time,long,0.669966996699717,Tight Scalp (+20/-10%),NVDA
1020,1034,14,1.734,1.7277433238860764,-0.00360823305301243,time,long,0.7977941176470816,Tight Scalp (+20/-10%),NVDA
1075,1089,14,1.734,1.7799389023255798,0.02649302325581306,time,long,0.7686274509804785,Tight Scalp (+20/-10%),NVDA
1089,1103,14,1.734,1.6780395844252234,-0.032272442661347524,time,short,0.7241379310345123,Tight Scalp (+20/-10%),NVDA
1104,1118,14,1.734,1.6867003109770273,-0.027277790670687807,time,short,0.7301587301587837,Tight Scalp (+20/-10%),NVDA
1136,1150,14,1.734,1.7751049670166337,0.023705286630123234,time,short,0.610738255033532,Tight Scalp (+20/-10%),NVDA
1193,1202,9,1.734,1.5065745184083303,-0.1311565637783562,sl,short,0.7253886010362576,Tight Scalp (+20/-10%),NVDA
1252,1266,14,1.734,1.8613677535301654,0.0734531450577655,time,long,0.6973584905660041,Tight Scalp (+20/-10%),NVDA
1333,1347,14,1.734,1.5867594322406198,-0.08491382223724349,time,short,0.773955773955848,Tight Scalp (+20/-10%),NVDA
1344,1358,14,1.734,1.7884142915254255,0.03138079096045302,time,long,0.6621621621621706,Tight Scalp (+20/-10%),NVDA
